Date,Exchange_Close,Exchange_High,Exchange_Low,Exchange_Open,Brent_Close,Brent_High,Brent_Low,Brent_Open,Brent_Volume,Exchange_Change,Brent_Range,Year,Exchange_Return,Rolling_Volatility,Brent_Return,Brent_Return_Lag1
2023-03-28,461.0,462.0,459.8500061035156,459.8999938964844,78.6500015258789,79.20999908447266,77.55000305175781,78.18000030517578,17782,1.100006103515625,1.6599960327148438,2023,0.0022174637795340235,0.0052416153541387425,0.006784418339258913,0.041738964821663505
2023-03-29,462.0,459.8999938964844,456.0,459.8500061035156,78.27999877929688,79.69999694824219,77.94999694824219,79.0199966430664,11027,2.149993896484375,1.75,2023,0.002169197396963085,0.005240606246807739,-0.00470442135287541,0.006784418339258913
2023-03-30,456.0,459.8500061035156,456.0,459.82000732421875,79.2699966430664,79.55000305175781,77.8499984741211,78.22000122070312,6818,-3.82000732421875,1.7000045776367188,2023,-0.012987012987012991,0.005764048237110736,0.012646881441078506,-0.00470442135287541
2023-03-31,459.0,460.0,459.8399963378906,459.8500061035156,79.7699966430664,79.7699966430664,79.06999969482422,79.27999877929688,38477,-0.850006103515625,0.6999969482421875,2023,0.006578947368421018,0.005898616418431998,0.006307556719743257,0.012646881441078506
2023-04-03,459.8399963378906,461.0,459.82000732421875,459.8399963378906,84.93000030517578,86.23999786376953,83.29000091552734,83.29000091552734,37587,0.0,2.9499969482421875,2023,0.001830057381025263,0.005908634343736068,0.06468602080050201,0.006307556719743257
2023-04-04,459.8299865722656,462.0,459.82000732421875,459.8299865722656,84.94000244140625,86.05000305175781,83.87000274658203,84.77999877929688,32987,0.0,2.1800003051757812,2023,-2.1767931682181718e-05,0.005908635895558701,0.00011776917690475841,0.06468602080050201
2023-04-05,462.0,461.0,459.82000732421875,459.8299865722656,84.98999786376953,85.55000305175781,84.01000213623047,85.0999984741211,28362,2.170013427734375,1.5400009155273438,2023,0.004719164671948439,0.0057268188215431805,0.000588596902828753,0.00011776917690475841
2023-04-06,461.0,459.8599853515625,459.8299865722656,459.8599853515625,85.12000274658203,85.44000244140625,84.05000305175781,84.83000183105469,0,1.1400146484375,1.3899993896484375,2023,-0.0021645021645021467,0.005526947282539785,0.0015296492067322642,0.000588596902828753
2023-04-10,459.8299865722656,459.8299865722656,459.82000732421875,459.8299865722656,84.18000030517578,85.63999938964844,84.08000183105469,84.94999694824219,14242,0.0,1.55999755859375,2023,-0.002537990081853292,0.00554773181201439,-0.011043261408306249,0.0015296492067322642
2023-04-11,459.8299865722656,463.0,459.8299865722656,459.8299865722656,85.61000061035156,85.68000030517578,83.75,84.27999877929688,28189,0.0,1.9300003051757812,2023,0.0,0.00554773181201439,0.016987411499069127,-0.011043261408306249
2023-04-12,463.0,462.0,459.8299865722656,459.8299865722656,87.33000183105469,87.48999786376953,85.41000366210938,85.55000305175781,36337,3.170013427734375,2.0799942016601562,2023,0.006893881478597708,0.005626314638518313,0.02009112496718224,0.016987411499069127
2023-04-13,462.0,459.8299865722656,459.8299865722656,459.8299865722656,86.08999633789062,87.47000122070312,86.05999755859375,87.1500015258789,26363,2.170013427734375,1.410003662109375,2023,-0.002159827213822907,0.00559450192581775,-0.014199077833101703,0.02009112496718224
2023-04-14,463.0,461.0,459.9200134277344,459.92999267578125,86.30999755859375,86.86000061035156,85.54000091552734,86.33999633789062,28360,3.07000732421875,1.3199996948242188,2023,0.0021645021645022577,0.005351326999365543,0.002555479498914659,-0.014199077833101703
2023-04-17,459.92999267578125,462.0,459.9200134277344,459.92999267578125,84.76000213623047,86.51000213623047,84.3499984741211,86.2699966430664,30271,0.0,2.160003662109375,2023,-0.00663068536548328,0.005454025121055604,-0.017958469078985018,0.002555479498914659
2023-04-18,459.9200134277344,459.9200134277344,459.9100036621094,459.9200134277344,84.7699966430664,85.4000015258789,83.81999969482422,84.81999969482422,27241,0.0,1.5800018310546875,2023,-2.1697319604663257e-05,0.005398100550960459,0.0001179153679098377,-0.017958469078985018
2023-04-19,463.0,460.0299987792969,459.82000732421875,459.9100036621094,83.12000274658203,85.1500015258789,82.41000366210938,84.86000061035156,30732,3.089996337890625,2.7399978637695312,2023,0.0066967874463883525,0.005534365996524238,-0.01946436194201895,0.0001179153679098377
2023-04-20,460.0299987792969,460.0299987792969,460.0199890136719,460.0299987792969,81.0999984741211,83.04000091552734,80.7699966430664,83.0,26114,0.0,2.2700042724609375,2023,-0.006414689461561873,0.005286371671163667,-0.02430226426507187,-0.01946436194201895
2023-04-21,461.0,460.0400085449219,460.0299987792969,460.0299987792969,81.66000366210938,82.04000091552734,80.44999694824219,80.83000183105469,17805,0.970001220703125,1.5900039672851562,2023,0.0021085607966373487,0.005285338546752171,0.006905119587233832,-0.02430226426507187
2023-04-24,460.0299987792969,462.0,459.4700012207031,460.0299987792969,82.7300033569336,82.98999786376953,80.48999786376953,81.5999984741211,16684,0.0,2.5,2023,-0.002104124123000317,0.005248286132340826,0.013103106133225628,0.006905119587233832
2023-04-25,460.0299987792969,460.0299987792969,460.0199890136719,460.0299987792969,80.7699966430664,83.05000305175781,80.3499984741211,82.58000183105469,17134,0.0,2.7000045776367188,2023,0.0,0.005186548414560049,-0.02369160684559457,0.013103106133225628
2023-04-26,461.0,462.0,459.9700012207031,460.0299987792969,77.69000244140625,81.47000122070312,77.4800033569336,81.0,15436,0.970001220703125,3.9899978637695312,2023,0.0021085607966373487,0.004768651214371921,-0.038132899958769007,-0.02369160684559457
2023-04-27,461.0,460.0,459.95001220703125,459.9700012207031,78.37000274658203,78.62999725341797,77.38999938964844,77.87000274658203,8926,1.029998779296875,1.2399978637695312,2023,0.0,0.004327442358774497,0.008752738882826572,-0.038132899958769007
2023-04-28,460.0,460.0,459.95001220703125,459.9700012207031,79.54000091552734,79.5999984741211,77.97000122070312,78.30999755859375,26788,0.029998779296875,1.6299972534179688,2023,-0.002169197396963085,0.004164911693504425,0.01492915819753926,0.008752738882826572
2023-05-01,459.9700012207031,459.9800109863281,459.8699951171875,459.9700012207031,79.30999755859375,80.19000244140625,78.12999725341797,80.18000030517578,12551,0.0,2.0600051879882812,2023,-6.52147376019041e-05,0.004165051021618185,-0.0028916690254738864,0.01492915819753926
